,Item,Form,match_count,scorer,threshold,name,score,nutrition_index
307,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, whole",100.0,4762
308,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"New Zealand spinach, without salt, drained, boiled, cooked",100.0,4785
309,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat and skin, whole",100.0,4811
310,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Elk, cooked patties (Shoshone Bannock), ground, free range",100.0,4824
311,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, without salt, flesh, cooked without skin, boiled",100.0,4837
312,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, enriched, farina",100.0,4861
313,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, without salt, flesh, cooked in skin, microwaved",100.0,4974
314,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Sweet potato, without salt, flesh, baked in skin, cooked",100.0,5013
315,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, high protein, cereal",100.0,5070
316,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, without salt, skin, cooked in skin, microwaved",100.0,5098
317,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Brussels sprouts, without salt, drained, boiled, cooked",100.0,5128
318,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, CREAM OF RICE",100.0,5163
319,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"New zealand spinach, with salt, drained, boiled, cooked",100.0,5170
320,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Yambean (jicama), without salt, drained, boiled, cooked",100.0,5220
321,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Drumstick leaves, without salt, drained, boiled, cooked",100.0,5227
322,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water, enriched, farina",100.0,5232
323,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Dandelion greens, without salt, drained, boiled, cooked",100.0,5235
324,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, with salt, flesh, cooked without skin, boiled",100.0,5245
325,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Rolls, calcium-fortified, whole grain white, hamburger",100.0,5280
326,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Crackers, whole wheat (includes multi-grain), saltines",100.0,5305
327,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat and skin, whole",100.0,5322
328,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Amaranth leaves, without salt, drained, boiled, cooked",100.0,5343
329,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Yogurt, 8 grams protein per 8 ounce, whole milk, plain",100.0,5351
330,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Pumpkin flowers, without salt, drained, boiled, cooked",100.0,5358
331,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, with salt, flesh, cooked in skin, microwaved",100.0,5379
332,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, meat only, from whole bird, drumstick",100.0,5391
333,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"USDA Commodity, unheated, cooked as purchased, salmon nuggets",100.0,5448
334,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, whole milk and margarine added, home-prepared, mashed",100.0,5512
335,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, raw, separable lean only, whole (arm and blade), shoulder",100.0,5528
336,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with bananas, mixed, cereal",100.0,5540
337,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Buffalo, cooked (Shoshone Bannock), top round steak, free range",100.0,5552
338,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Elk, cooked (Shoshone Bannock), eye of round, roast, free range",100.0,5553
339,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with honey, oatmeal, cereal",100.0,5589
340,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with bananas, rice, cereal",100.0,5647
341,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, Eggnog-flavor mix",100.0,5678
342,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with honey, mixed, cereal",100.0,5769
343,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Bread, refrigerated, commercially prepared, whole wheat, naan",100.0,5825
344,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, whole milk and butter added, home-prepared, mashed",100.0,5911
345,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, cooked, meat and skin, dark meat from whole",100.0,5938
346,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with honey, rice, cereal",100.0,5947
347,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, from whole bird, thigh",100.0,6156
348,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, (light and dark), skin from whole",100.0,6191
349,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, natural, Malted drink mix",100.0,6225
350,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat and skin, from whole bird, back",100.0,6232
351,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, from whole bird, back",100.0,6235
352,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, Carob-flavor beverage mix",100.0,6257
353,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, from whole bird, wing",100.0,6266
354,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Swamp cabbage (skunk  cabbage), without salt, drained, boiled, cooked",100.0,6280
355,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water, whole wheat hot natural cereal",100.0,6309
356,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat and skin, dark meat from whole",100.0,6313
357,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, from whole bird, breast",100.0,6376
358,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, from whole bird, thigh",100.0,6465
359,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, from whole bird, back",100.0,6518
360,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, without salt, flesh and skin, cooked in skin, microwaved",100.0,6527
361,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, raw, separable lean and fat, whole (arm and blade), shoulder",100.0,6549
362,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, from whole bird, wing",100.0,6562
363,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, skin from whole (light and dark)",100.0,6610
364,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100.0,6615
365,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Swamp cabbage (skunk cabbage), with salt, drained, boiled, cooked",100.0,6626
366,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Rice, cooked without salt, unenriched, regular, long-grain, white",100.0,6636
367,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Chicken, cooked simmered, meat and skin, neck, broilers or fryers",100.0,6690
368,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with bananas, oatmeal, cereal",100.0,6717
369,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, dark meat from whole",100.0,6718
370,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Crackers, with peanut butter filling, sandwich-type, whole grain",100.0,6759
371,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Pasta, cooked, remaining enriched semolina, 51% whole wheat, whole grain",100.0,6801
372,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, multigrain cereal and added iron fortified, with fruit, whole milk, yogurt",100.0,6832
373,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water, enriched, quick, regular, yellow, corn grits",100.0,6853
374,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, multigrain cereal and added DHA fortified, with fruit, whole milk, yogurt",100.0,6854
375,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, cooked, with added solution, meat and skin, dark meat from whole",100.0,6957
376,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Potatoes, whole milk and margarine, without milk, prepared from granules, mashed",100.0,6990
377,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, prepared with whole milk, with apple and orange, high protein, cereal",100.0,7035
378,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Babyfood, baked whole grain corn snack, LIL CRUNCHIES, GRADUATES, GERBER, Snack",100.0,7052
379,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, roasted, cooked, separable lean and fat, whole (arm and blade), shoulder",100.0,7104
380,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, braised, cooked, separable lean and fat, whole (arm and blade), shoulder",100.0,7105
381,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Rolls, made with tapioca starch and brown rice flour, whole grain, gluten-free",100.0,7106
382,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Bread, made with tapioca starch and brown rice flour, whole grain, gluten-free",100.0,7121
383,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, regular (10 minute), CREAM OF WHEAT",100.0,7150
384,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, Strawberry-flavor beverage mix",100.0,7237
385,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, from whole bird, drumstick",100.0,7246
386,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, roasted, cooked, separable lean only, whole (arm and blade), shoulder",100.0,7263
387,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Veal, braised, cooked, separable lean only, whole (arm and blade), shoulder",100.0,7264
388,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water, regular (10 minute), CREAM OF WHEAT",100.0,7297
389,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, chocolate-flavor beverage mix",100.0,7298
390,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Pasta, cooked, remaining unenriched semolina, 51% whole wheat, whole grain",100.0,7299
391,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat and skin, from whole bird, back",100.0,7312
392,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, roasted, with added solution, meat only, from whole bird, breast",100.0,7391
393,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, chocolate, Malted drink mix",100.0,7415
394,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, whole wheat hot natural cereal",100.0,7434
395,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey, raw, with added solution, meat only, from whole bird, drumstick",100.0,7463
396,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, with added nutrients, natural, Malted drink mix",100.0,7489
397,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,7506
398,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,7507
399,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,7561
400,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,7562
401,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, with added nutrients, chocolate, Malted drink mix",100.0,7680
402,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, microwaved, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",100.0,7776
403,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, stove-top, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",100.0,7831
404,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,7856
405,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, enriched, regular and quick, yellow, corn grits",100.0,7908
406,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, enriched, regular and quick, white, corn grits",100.0,7950
407,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, microwaved, cooked with water, 1 minute cook time, CREAM OF WHEAT",100.0,7971
408,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, stove-top, cooked with water, 1 minute cook time, CREAM OF WHEAT",100.0,8026
409,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8043
410,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8067
411,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water, enriched, regular and quick, white, corn grits",100.0,8111
412,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8118
413,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, powder, cereal grain beverage, coffee substitute",100.0,8122
414,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Duck, braised, cooked without skin, bone in, meat only, leg, White Pekin, domesticated, young duckling",100.0,8164
415,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Duck, broiled, cooked without skin, boneless, meat only, breast, White Pekin, domesticated, young duckling",100.0,8168
416,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, fresh, imported, Australian",100.0,8188
417,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, whole (shank and sirloin), leg, fresh, imported, Australian",100.0,8203
418,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",100.0,8224
419,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, with salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick and instant, oats",100.0,8226
420,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, fresh, imported, Australian",100.0,8238
421,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8252
422,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8253
423,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8254
424,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8255
425,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8256
426,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8257
427,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",100.0,8266
428,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, cooked, trimmed to 1/8"" fat, separable lean only, whole (arm and blade), shoulder, fresh, imported, Australian",100.0,8267
429,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",100.0,8270
430,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100.0,8285
431,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100.0,8286
432,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100.0,8287
433,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",100.0,8309
434,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Cereals, without salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick, oats",100.0,8328
435,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beverages, prepared with whole milk, with added nutrients, powder, chocolate-flavor beverage mix for milk",100.0,8510
436,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8517
437,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",100.0,8518
438,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",100.0,8535
439,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Turkey sausage, cooked (include BUTTERBALL breakfast links turkey sausage), brown and serve, reduced fat",100.0,8538
440,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",100.0,8551
441,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8611
442,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8612
443,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100.0,8628
444,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",100.0,8657
445,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8777
446,"Carrots, cooked whole",Fresh,325,<cyfunction partial_token_ratio at 0x7fc393193110>,90,"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100.0,8778
